call_id,utterance_number,speaker,text,has_profanity,profane_words
0c8297aa-ced1-414e-a175-bf29a9763d30,2,customer,"Yes, this is Jessica. What’s this about?",False,
0c8297aa-ced1-414e-a175-bf29a9763d30,3,agent,"I'm calling regarding your outstanding balance with City Credit. Before I provide any details, could you please confirm your date of birth?",False,
0c8297aa-ced1-414e-a175-bf29a9763d30,4,customer,"Sure, it’s April 15, 1990.",False,
0c8297aa-ced1-414e-a175-bf29a9763d30,5,agent,"Thank you, Jessica. Can you also confirm your current address?",False,
0c8297aa-ced1-414e-a175-bf29a9763d30,6,customer,"It’s 123 Maple Street, Springfield.",False,
0c8297aa-ced1-414e-a175-bf29a9763d30,7,agent,"Great, I appreciate your cooperation. You have an outstanding balance of $250. How would you like to handle this?",False,
0c8297aa-ced1-414e-a175-bf29a9763d30,8,customer,I can pay $100 today and the rest next week.,False,
0c8297aa-ced1-414e-a175-bf29a9763d30,9,agent,That works. I’ll note the payment of $100 today. Can I set up the payment method?,False,
0c8297aa-ced1-414e-a175-bf29a9763d30,10,customer,"Yes, you can charge my credit card.",False,
0c8297aa-ced1-414e-a175-bf29a9763d30,11,agent,Thank you. Could you please provide the card number and expiration date?,False,
0c8297aa-ced1-414e-a175-bf29a9763d30,12,customer,"It's 4111 1111 1111 1111, expiring 12/25.",False,
0c8297aa-ced1-414e-a175-bf29a9763d30,13,agent,Thank you for that information. Your payment has been processed. Is there anything else I can assist you with?,False,
0c8297aa-ced1-414e-a175-bf29a9763d30,14,customer,"No, that’s all for now. Thank you!",False,
0c8297aa-ced1-414e-a175-bf29a9763d30,15,agent,"You're welcome, Jessica. Have a great day!",False,
89ab3694-2c42-46bc-a602-c545511bf36e,1,agent,"Hello, is this Mr. Smith?",False,
89ab3694-2c42-46bc-a602-c545511bf36e,2,customer,"Yes, this is he. Who's calling?",False,
89ab3694-2c42-46bc-a602-c545511bf36e,3,agent,This is Sarah from XYZ Collections. I'm calling about your account. Can you please confirm your date of birth?,False,
89ab3694-2c42-46bc-a602-c545511bf36e,4,customer,"Sure, it's January 15, 1985.",False,
89ab3694-2c42-46bc-a602-c545511bf36e,5,agent,Thank you for that information. Can you also provide your current address for verification?,False,
89ab3694-2c42-46bc-a602-c545511bf36e,6,customer,"I live at 123 Maple Street, Springfield.",False,
89ab3694-2c42-46bc-a602-c545511bf36e,7,agent,"Thank you, Mr. Smith. I can now confirm that you have an outstanding balance of $500. How would you like to address this?",False,
89ab3694-2c42-46bc-a602-c545511bf36e,8,customer,I can pay $200 today and the rest next week.,False,
89ab3694-2c42-46bc-a602-c545511bf36e,9,agent,That sounds reasonable. I can process the $200 payment for you today. Do you have a preferred method of payment?,False,
89ab3694-2c42-46bc-a602-c545511bf36e,10,customer,"Yes, I’ll use my debit card.",False,
89ab3694-2c42-46bc-a602-c545511bf36e,11,agent,Great! I'll need the card number and expiration date to proceed.,False,
89ab3694-2c42-46bc-a602-c545511bf36e,12,customer,"The card number is 1234-5678-9012-3456, and it expires in 12/25.",False,
89ab3694-2c42-46bc-a602-c545511bf36e,13,agent,"Thank you, Mr. Smith. Your payment has been processed successfully. Is there anything else I can help you with today?",False,
89ab3694-2c42-46bc-a602-c545511bf36e,14,customer,"No, that will be all. Thank you for your help.",False,
94ecf497-5959-44ec-a011-92af3709c38c,1,agent,"Hello, is this John Smith?",False,
94ecf497-5959-44ec-a011-92af3709c38c,2,customer,"Yes, this is John. Who is this?",False,
94ecf497-5959-44ec-a011-92af3709c38c,3,agent,This is Sarah from XYZ Collections. I'm calling about your account with Metro Credit. How are you today?,False,
94ecf497-5959-44ec-a011-92af3709c38c,4,customer,"I'm okay, but I wasn't expecting any calls.",False,
94ecf497-5959-44ec-a011-92af3709c38c,5,agent,"I understand, John. I'm here to discuss the outstanding balance on your account. Can you confirm your address for verification?",False,
94ecf497-5959-44ec-a011-92af3709c38c,6,customer,I live at 123 Maple Street.,False,
94ecf497-5959-44ec-a011-92af3709c38c,7,agent,"Thank you, John. You currently have a balance of $2,500. How would you like to proceed with that today?",False,
94ecf497-5959-44ec-a011-92af3709c38c,8,customer,I wasn't aware of that amount. Is there a way to reduce it?,False,
94ecf497-5959-44ec-a011-92af3709c38c,9,agent,"Unfortunately, the balance is accurate based on the last statement. Would you like to set up a payment plan?",False,
94ecf497-5959-44ec-a011-92af3709c38c,10,customer,I guess I can do that. What are my options?,False,
94ecf497-5959-44ec-a011-92af3709c38c,11,agent,"We can divide the balance over the next six months, which would be about $416.67 a month. Does that work for you?",False,
94ecf497-5959-44ec-a011-92af3709c38c,12,customer,That sounds manageable. Let's do it.,False,
94ecf497-5959-44ec-a011-92af3709c38c,13,agent,"Great! I just need to confirm your payment method, and we can get started.",False,
94ecf497-5959-44ec-a011-92af3709c38c,14,customer,I prefer to use my debit card.,False,
94ecf497-5959-44ec-a011-92af3709c38c,15,agent,"Okay, thank you for that. I’ll guide you through the payment process now.",False,
87e28dae-2c70-4122-9452-6ec82164fab2,1,agent,"Hello, this is Mike from XYZ Collections. Who am I speaking with today?",False,
87e28dae-2c70-4122-9452-6ec82164fab2,2,customer,"Hi Mike, this is Sarah.",False,
87e28dae-2c70-4122-9452-6ec82164fab2,3,agent,"Alright, Sarah. Can you please verify your date of birth for me?",False,
87e28dae-2c70-4122-9452-6ec82164fab2,4,customer,"Sure, it's February 12, 1985.",False,
87e28dae-2c70-4122-9452-6ec82164fab2,5,agent,"Thanks, but I'm not sure if you're being honest. Can you give me your address instead?",False,
87e28dae-2c70-4122-9452-6ec82164fab2,6,customer,"I live at 123 Maple Street, Springfield.",False,
87e28dae-2c70-4122-9452-6ec82164fab2,7,agent,"Fine. So you do owe us $850. How do you plan to pay it, or are you just going to ignore it like everyone else?",False,
87e28dae-2c70-4122-9452-6ec82164fab2,8,customer,"I intend to pay it, but I need a payment plan.",False,
87e28dae-2c70-4122-9452-6ec82164fab2,9,agent,A payment plan? Seriously? You think we're running a charity here? You have to pay up now!,False,
87e28dae-2c70-4122-9452-6ec82164fab2,10,customer,"I understand your position, but I need options to manage this.",False,
87e28dae-2c70-4122-9452-6ec82164fab2,11,agent,Options? How about you just stop being so damn lazy and settle your debt? That's an option!,True,damn
87e28dae-2c70-4122-9452-6ec82164fab2,12,customer,I would appreciate it if you could speak respectfully.,False,
87e28dae-2c70-4122-9452-6ec82164fab2,13,agent,Respectful? You think I owe you respect? Pay your damn bills and maybe I will!,True,damn
87e28dae-2c70-4122-9452-6ec82164fab2,14,customer,I will escalate this conversation if it continues unprofessionally.,False,
87e28dae-2c70-4122-9452-6ec82164fab2,15,agent,"Go ahead, I really don't care. Just get your money sorted out somehow!",False,
80e5fe02-ec03-4ca5-902a-fdf38e6b7b8a,1,agent,"Hello, this is Mark from XYZ Collections, may I speak with Sarah Johnson?",False,
80e5fe02-ec03-4ca5-902a-fdf38e6b7b8a,2,customer,"Uh, I think you have the wrong number. This is Jason.",False,
80e5fe02-ec03-4ca5-902a-fdf38e6b7b8a,3,agent,"I apologize for the mix-up, but I need to discuss an outstanding balance on the account with American Airlines.",True,american
80e5fe02-ec03-4ca5-902a-fdf38e6b7b8a,4,customer,I really don't know anything about that. I don’t even know a Sarah Johnson.,False,
80e5fe02-ec03-4ca5-902a-fdf38e6b7b8a,5,agent,I appreciate your patience. Let me take note of this error.,False,
80e5fe02-ec03-4ca5-902a-fdf38e6b7b8a,6,customer,"No problem, just make sure to update your records.",False,
80e5fe02-ec03-4ca5-902a-fdf38e6b7b8a,7,agent,"Absolutely, I'll make sure this number is removed. Thank you for your understanding.",False,
80e5fe02-ec03-4ca5-902a-fdf38e6b7b8a,8,customer,You're welcome. Have a good day.,False,
80e5fe02-ec03-4ca5-902a-fdf38e6b7b8a,9,agent,"You too, take care!",False,
3e6dde01-1a46-42b4-92dd-0a211185e660,1,agent,"Hello, this is Mark from Debt Solutions. How are you today?",False,
3e6dde01-1a46-42b4-92dd-0a211185e660,2,customer,What the hell do you want? I've told you to leave me alone!,True,hell
3e6dde01-1a46-42b4-92dd-0a211185e660,3,agent,I understand your frustration. I'm just here to discuss your account. Can you verify your date of birth for security purposes?,False,
3e6dde01-1a46-42b4-92dd-0a211185e660,4,customer,Why the f*** should I give you anything? You don't have the right to call me!,False,
3e6dde01-1a46-42b4-92dd-0a211185e660,5,agent,"I assure you I'm just doing my job. I need to verify your information. Can you provide your address, please?",False,
3e6dde01-1a46-42b4-92dd-0a211185e660,6,customer,Why don’t you shove it? I’m not telling you a damn thing!,True,damn
3e6dde01-1a46-42b4-92dd-0a211185e660,7,agent,"I respect your privacy, but without verification, I'm unable to discuss your account details. Can you just confirm your city?",False,
3e6dde01-1a46-42b4-92dd-0a211185e660,8,customer,You know what? You people are just a bunch of thieves! I don’t owe you anything!,False,
3e6dde01-1a46-42b4-92dd-0a211185e660,9,agent,"I can assure you we are here to help you, not to steal from you. Please verify your street address so we can move forward.",False,
3e6dde01-1a46-42b4-92dd-0a211185e660,10,customer,F*** off! I’m not giving you a single piece of info!,False,
3e6dde01-1a46-42b4-92dd-0a211185e660,11,agent,"I completely understand your hesitation. However, without confirmation, I can't provide you with any information about your account. I’m here to assist you.",False,
3e6dde01-1a46-42b4-92dd-0a211185e660,12,customer,I don’t want your help! Just stop calling me already!,False,
3e6dde01-1a46-42b4-92dd-0a211185e660,13,agent,"I apologize for the inconvenience. If you rather not discuss this now, I can note it and try again later. Just let me know.",False,
3e6dde01-1a46-42b4-92dd-0a211185e660,14,customer,"You’re wasting my time, you know that? I’m done! Just get lost!",False,
3e6dde01-1a46-42b4-92dd-0a211185e660,15,agent,"Understood. Thank you for speaking with me today. If you change your mind, we're here to assist you anytime. Goodbye.",False,
22dd8271-02f8-46bf-bd4e-28c0692b57d1,1,agent,"Hello, this is Mark from XYZ Collections. How are you today?",False,
22dd8271-02f8-46bf-bd4e-28c0692b57d1,2,customer,"I’m doing okay, thanks. What’s this about?",False,
22dd8271-02f8-46bf-bd4e-28c0692b57d1,3,agent,I’m calling regarding a debt on your account. Can I get your date of birth to verify your identity?,False,
22dd8271-02f8-46bf-bd4e-28c0692b57d1,4,customer,"Sure, it’s February 15, 1985.",False,
22dd8271-02f8-46bf-bd4e-28c0692b57d1,5,agent,Thank you. Could you also confirm your current address?,False,
22dd8271-02f8-46bf-bd4e-28c0692b57d1,6,customer,"Yes, it’s 123 Maple Street, Springfield.",False,
22dd8271-02f8-46bf-bd4e-28c0692b57d1,7,agent,Thank you for that information. I see you have a balance of $250. How would you like to proceed with payment?,False,
22dd8271-02f8-46bf-bd4e-28c0692b57d1,8,customer,I can pay $100 today and the rest next month.,False,
22dd8271-02f8-46bf-bd4e-28c0692b57d1,9,agent,That sounds good. I can set up a payment plan for the remaining balance. Would you prefer the payment method by credit card or bank transfer?,False,
22dd8271-02f8-46bf-bd4e-28c0692b57d1,10,customer,"I’ll use my credit card, please.",False,
22dd8271-02f8-46bf-bd4e-28c0692b57d1,11,agent,Great! I will take your credit card details now. Please hold on.,False,
22dd8271-02f8-46bf-bd4e-28c0692b57d1,12,customer,"Okay, I’m ready.",False,
22dd8271-02f8-46bf-bd4e-28c0692b57d1,13,agent,Thank you for your cooperation. I’ll process that payment right away.,False,
22dd8271-02f8-46bf-bd4e-28c0692b57d1,14,customer,Thanks for your help!,False,
22dd8271-02f8-46bf-bd4e-28c0692b57d1,15,agent,You’re welcome! Have a great day!,False,
acec9db1-1209-4f98-881e-6d413e1aba2d,1,agent,"Hello, this is Mark calling from XYZ Collections. How are you today?",False,
acec9db1-1209-4f98-881e-6d413e1aba2d,2,customer,"I'm doing well, thanks. What’s this about?",False,
acec9db1-1209-4f98-881e-6d413e1aba2d,3,agent,I’m contacting you regarding an overdue balance on your account with Global Finance. Can I have your full name to proceed?,False,
acec9db1-1209-4f98-881e-6d413e1aba2d,4,customer,It's Sarah Johnson.,False,
acec9db1-1209-4f98-881e-6d413e1aba2d,5,agent,"Thank you, Sarah. You have a balance of two hundred fifty dollars. When can we expect payment?",False,
acec9db1-1209-4f98-881e-6d413e1aba2d,6,customer,I need a little more time. Can I pay next week?,False,
acec9db1-1209-4f98-881e-6d413e1aba2d,7,agent,"I can note that down. Just to confirm, would you like to set a date for next week?",False,
acec9db1-1209-4f98-881e-6d413e1aba2d,8,customer,"Yes, let’s say next Friday.",False,
acec9db1-1209-4f98-881e-6d413e1aba2d,9,agent,"Great, I have scheduled your payment for next Friday. Is there anything else I can help you with today?",False,
acec9db1-1209-4f98-881e-6d413e1aba2d,10,customer,"No, that’s all for now. Thank you.",False,
acec9db1-1209-4f98-881e-6d413e1aba2d,11,agent,"Thank you for your time, Sarah. Have a good day!",False,
acec9db1-1209-4f98-881e-6d413e1aba2d,12,customer,"You too, goodbye!",False,
6d0dd32e-cc1e-4624-88f9-2bb70db56f1c,1,agent,"Hello, this is Mark from XYZ Collections. How are you today?",False,
6d0dd32e-cc1e-4624-88f9-2bb70db56f1c,2,customer,"I'm okay, thanks. What is this about?",False,
6d0dd32e-cc1e-4624-88f9-2bb70db56f1c,3,agent,"I'm calling regarding an outstanding balance on your account. Before I provide any details, could you please verify your date of birth?",False,
6d0dd32e-cc1e-4624-88f9-2bb70db56f1c,4,customer,"Sure, it's February 14, 1990.",False,
6d0dd32e-cc1e-4624-88f9-2bb70db56f1c,5,agent,Thank you for that. Can you also confirm your current address for security purposes?,False,
6d0dd32e-cc1e-4624-88f9-2bb70db56f1c,6,customer,"Yes, it's 123 Maple Street, Springfield.",False,
6d0dd32e-cc1e-4624-88f9-2bb70db56f1c,7,agent,Great! I appreciate your cooperation. You currently have a balance of $250 due. How would you like to proceed with the payment?,False,
6d0dd32e-cc1e-4624-88f9-2bb70db56f1c,8,customer,I can pay half of that amount today.,False,
6d0dd32e-cc1e-4624-88f9-2bb70db56f1c,9,agent,"That sounds good. So, you'd like to pay $125 today. Would you prefer to do that over the phone or online?",False,
6d0dd32e-cc1e-4624-88f9-2bb70db56f1c,10,customer,I would prefer to do it online.,False,
6d0dd32e-cc1e-4624-88f9-2bb70db56f1c,11,agent,Perfect! I will send you a link to complete the payment. Thank you for your time today.,False,
6d0dd32e-cc1e-4624-88f9-2bb70db56f1c,12,customer,"Thank you, Mark.",False,
6d0dd32e-cc1e-4624-88f9-2bb70db56f1c,13,agent,You're welcome! Have a great day!,False,
f2c33efc-17f4-4e42-ab36-8394328d9591,1,agent,"Hello, this is Mark calling from XYZ Collections. How are you today?",False,
f2c33efc-17f4-4e42-ab36-8394328d9591,2,customer,"I'm doing well, thanks. What is this about?",False,
f2c33efc-17f4-4e42-ab36-8394328d9591,3,agent,"I appreciate your time. This call is regarding a debt with ABC Bank. Before we proceed, could you please verify your date of birth?",False,
f2c33efc-17f4-4e42-ab36-8394328d9591,4,customer,"Sure, it's July 15, 1990.",False,
f2c33efc-17f4-4e42-ab36-8394328d9591,5,agent,Thank you for that information. Can you also confirm your current address?,False,
f2c33efc-17f4-4e42-ab36-8394328d9591,6,customer,"Yes, I live at 123 Main St, Springfield.",False,
f2c33efc-17f4-4e42-ab36-8394328d9591,7,agent,"Great, I can confirm your identity now. You have an outstanding balance of $250. What payment option would you prefer?",False,
f2c33efc-17f4-4e42-ab36-8394328d9591,8,customer,I would like to set up a payment plan.,False,
f2c33efc-17f4-4e42-ab36-8394328d9591,9,agent,"Sure, we can arrange that. Would you be able to pay $50 a month for the next five months?",False,
f2c33efc-17f4-4e42-ab36-8394328d9591,10,customer,"Yes, that sounds feasible.",False,
f2c33efc-17f4-4e42-ab36-8394328d9591,11,agent,Perfect! I’ll set that up and send you a confirmation email. Thank you for your cooperation.,False,
f2c33efc-17f4-4e42-ab36-8394328d9591,12,customer,Thank you for your help.,False,
f2c33efc-17f4-4e42-ab36-8394328d9591,13,agent,You’re welcome! Have a great day.,False,
b3cc69d6-7e4d-46bc-908f-29f15cebac61,1,agent,"Hello, this is James calling from XYZ Collections. How are you today?",False,
b3cc69d6-7e4d-46bc-908f-29f15cebac61,2,customer,"I'm okay, thanks. What is this about?",False,
b3cc69d6-7e4d-46bc-908f-29f15cebac61,3,agent,"I’m calling regarding an outstanding balance on your account. Before we proceed, could you please verify your date of birth?",False,
b3cc69d6-7e4d-46bc-908f-29f15cebac61,4,customer,"Sure, it's July 15, 1985.",False,
b3cc69d6-7e4d-46bc-908f-29f15cebac61,5,agent,"Thank you for that. Could you also confirm your current address, please?",False,
b3cc69d6-7e4d-46bc-908f-29f15cebac61,6,customer,"It's 123 Maple Street, Springfield.",False,
b3cc69d6-7e4d-46bc-908f-29f15cebac61,7,agent,Thank you for confirming your information. You currently have a balance of $250 on your account. Would you like to discuss payment options?,False,
b3cc69d6-7e4d-46bc-908f-29f15cebac61,8,customer,"Yes, I can pay half of it now.",False,
b3cc69d6-7e4d-46bc-908f-29f15cebac61,9,agent,That sounds good. We can process a payment of $125 today. How would you like to make that payment?,False,
b3cc69d6-7e4d-46bc-908f-29f15cebac61,10,customer,"I will use my credit card, please.",False,
b3cc69d6-7e4d-46bc-908f-29f15cebac61,11,agent,Perfect. Let me take down your card details. Thank you for your cooperation.,False,
b3cc69d6-7e4d-46bc-908f-29f15cebac61,12,customer,You're welcome. Thank you for the help!,False,
b3cc69d6-7e4d-46bc-908f-29f15cebac61,13,agent,No problem at all. Have a great day!,False,
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,1,agent,"Hello, this is Mark calling from XYZ Collections. How are you today?",False,
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,2,customer,"I'm doing well, thank you. What's this about?",False,
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,3,agent,"I'm contacting you regarding your outstanding balance with First National Bank. Before we proceed, can you please verify your date of birth?",False,
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,4,customer,"Sure! It's July 15, 1990.",False,
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,5,agent,Thank you for that. Can you also confirm your current address?,False,
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,6,customer,"Yes, it's 123 Maple Street, Springfield.",False,
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,7,agent,Thank you for confirming your information. You currently have a balance of $750. How would you like to proceed with your payment today?,False,
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,8,customer,I can pay $250 right now over the phone.,False,
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,9,agent,"Great! I can help you with that. Can I have your payment details, please?",False,
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,10,customer,"Sure, I’ll provide my credit card number.",False,
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,11,agent,Thank you. Please provide the card number when you're ready.,False,
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,12,customer,"It's 4111 1111 1111 1111, expiration date 12/25.",False,
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,13,agent,Thank you for that information. Your payment has been successfully processed.,False,
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,14,customer,Thank you for your help!,False,
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,15,agent,You're welcome! Have a great day!,False,
89d28c5a-f0da-41e9-a93e-0a749c20189c,1,agent,"Hello, this is Dave from XYZ Collections. I need to discuss your overdue account. Can you verify your date of birth?",False,
89d28c5a-f0da-41e9-a93e-0a749c20189c,2,customer,"Sure, it's July 15, 1985.",False,
89d28c5a-f0da-41e9-a93e-0a749c20189c,3,agent,"Alright, I got that. Now, can you confirm your address for me?",False,
89d28c5a-f0da-41e9-a93e-0a749c20189c,4,customer,"It's 123 Elm Street, Springfield.",False,
89d28c5a-f0da-41e9-a93e-0a749c20189c,5,agent,"Thanks. You owe us $250. Here's the thing, you need to pay it now, or else.",False,
89d28c5a-f0da-41e9-a93e-0a749c20189c,6,customer,"I understand, but I need to discuss my options first.",False,
89d28c5a-f0da-41e9-a93e-0a749c20189c,7,agent,Options? What options? You can either pay up or get the hell out of here with your excuses!,True,hell
89d28c5a-f0da-41e9-a93e-0a749c20189c,8,customer,"I assure you, I’m trying to resolve this as best as I can.",False,
89d28c5a-f0da-41e9-a93e-0a749c20189c,9,agent,Trying to resolve it? You think this is a joke? Pay your damn bill or face the consequences!,True,damn
89d28c5a-f0da-41e9-a93e-0a749c20189c,10,customer,"I’m here to discuss a payment plan. Please, let’s work together on this.",False,
89d28c5a-f0da-41e9-a93e-0a749c20189c,11,agent,Work together? You think I have time for this crap? Just give me your credit card info!,True,crap
89d28c5a-f0da-41e9-a93e-0a749c20189c,12,customer,I can't give any information until we reach a reasonable agreement.,False,
89d28c5a-f0da-41e9-a93e-0a749c20189c,13,agent,You know what? I don’t have time for this nonsense. Either pay or I’m done with you!,False,
89d28c5a-f0da-41e9-a93e-0a749c20189c,14,customer,"I will speak with my lawyer if necessary, but I prefer to settle this amicably.",False,
89d28c5a-f0da-41e9-a93e-0a749c20189c,15,agent,Good luck with that! Just don’t come crying to me when you end up in deeper shit!,True,shit
d7bbea61-d739-43fb-a198-ced1b59f9491,1,agent,"Hello, this is Mark from XYZ Collections. How are you today?",False,
d7bbea61-d739-43fb-a198-ced1b59f9491,2,customer,What the hell do you want? I've told you assholes to leave me alone!,True,"assholes, hell"
d7bbea61-d739-43fb-a198-ced1b59f9491,3,agent,I understand that you may be upset. I'm calling about your account with ABC Bank. Can I have your account number to assist you?,False,
d7bbea61-d739-43fb-a198-ced1b59f9491,4,customer,Why the fuck would I give you anything? You're just some low-life calling me!,True,fuck
d7bbea61-d739-43fb-a198-ced1b59f9491,5,agent,"I assure you, I'm here to help resolve this matter. Your current balance is $500. How do you prefer to settle this?",False,
d7bbea61-d739-43fb-a198-ced1b59f9491,6,customer,Settle this? You guys are a bunch of crooks! I don't owe you shit!,True,shit
d7bbea61-d739-43fb-a198-ced1b59f9491,7,agent,"I understand your frustration. However, it's important for us to discuss this. The account is past due.",False,
d7bbea61-d739-43fb-a198-ced1b59f9491,8,customer,Fuck you! You think I'm gonna pay you just because you say so?,True,fuck
d7bbea61-d739-43fb-a198-ced1b59f9491,9,agent,I appreciate your honesty. My goal is simply to find a solution. Would you be open to setting up a payment plan?,False,
